FinancialYear,Attributes,FinancialData,YearofReport
FI2014Q4,LoansReceivableNet,6500000000,2016-01-31
FI2015Q4,LoansReceivableNet,4900000000,2016-01-31
FI2016Q4,LoansReceivableNet,3200000000,2016-01-31
FI2015Q4,LongTermDebt,199536000000,2016-01-31
FI2015Q4,LongTermDebt,117791000000,2016-01-31
FI2015Q4,LongTermDebt,117654000000,2016-01-31
FI2015Q4,LongTermDebt,4858000000,2016-01-31
FI2015Q4,LongTermDebt,77024000000,2016-01-31
FI2015Q4,LongTermDebt,0,2016-01-31
FI2015Q4,LongTermDebt,188015000000,2016-01-31
FI2015Q4,LongTermDebt,10468000000,2016-01-31
FI2015Q4,LongTermDebt,199528000000,2016-01-31
FI2015Q4,LongTermDebt,198483000000,2016-01-31
FI2015Q4,LongTermDebt,3021000000,2016-01-31
FI2015Q4,LongTermDebt,1301000000,2016-01-31
FI2015Q4,LongTermDebt,4844000000,2016-01-31
FI2015Q4,LongTermDebt,9166000000,2016-01-31
FI2015Q4,LongTermDebt,1301000000,2016-01-31
FI2016Q4,LongTermDebt,255077000000,2016-01-31
FI2016Q4,LongTermDebt,133920000000,2016-01-31
FI2016Q4,LongTermDebt,1652000000,2016-01-31
FI2016Q4,LongTermDebt,105636000000,2016-01-31
FI2016Q4,LongTermDebt,26794000000,2016-01-31
FI2016Q4,LongTermDebt,134082000000,2016-01-31
FI2016Q4,LongTermDebt,4576000000,2016-01-31
FI2016Q4,LongTermDebt,155000000,2016-01-31
FI2016Q4,LongTermDebt,4347000000,2016-01-31
FI2016Q4,LongTermDebt,74000000,2016-01-31
FI2016Q4,LongTermDebt,116419000000,2016-01-31
FI2016Q4,LongTermDebt,332000000,2016-01-31
FI2016Q4,LongTermDebt,93393000000,2016-01-31
FI2016Q4,LongTermDebt,6667000000,2016-01-31
FI2016Q4,LongTermDebt,16027000000,2016-01-31
FI2016Q4,LongTermDebt,0,2016-01-31
FI2016Q4,LongTermDebt,245704000000,2016-01-31
FI2016Q4,LongTermDebt,10075000000,2016-01-31
FI2016Q4,LongTermDebt,255070000000,2016-01-31
FI2016Q4,LongTermDebt,255779000000,2016-01-31
FI2016Q4,LongTermDebt,3598000000,2016-01-31
FI2016Q4,LongTermDebt,3694000000,2016-01-31
FI2016Q4,LongTermDebt,136000000,2016-01-31
FI2016Q4,LongTermDebt,7428000000,2016-01-31
FI2016Q4,LongTermDebt,3694000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,90795000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,1652000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,47544000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,26242000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,75438000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,541000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,155000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,386000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,14816000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,332000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,166000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,5346000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,8972000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,29545000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,13102000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,13102000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,1116000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,1115000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,1000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,15327000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,9653000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,1321000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,4353000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,28889000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,17565000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,17565000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,964000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,964000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,10360000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,10223000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,137000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,24531000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,13016000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,13016000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,11515000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,11010000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,505000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,39910000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,6417000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,6417000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,1126000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,1126000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,32367000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,31895000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,472000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,41407000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,7992000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,552000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,8544000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,829000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,756000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,73000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,32034000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,30446000000,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,0,2016-01-31
FI2016Q4,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,1588000000,2016-01-31
D2016Q4VA,LossContingencyDamagesSoughtValue,11000,2016-01-31
D2016Q4VA,LossContingencyDamagesSoughtValue,5500,2016-01-31
D2016Q4VA,LossContingencyNumberOfPlaintiffs,2,2016-01-31
FI2016Q4,LossContingencyRangeOfPossibleLossPortionNotAccrued,1800000000,2016-01-31
FI2016Q4,LossContingencyRangeOfPossibleLossPortionNotAccrued,195000000,2016-01-31
FD2016Q4YTD,MaximumLengthOfTimeHedgedInCashFlowHedge1,P6Y,2016-01-31
FI2015Q4,MinorityInterest,893000000,2016-01-31
FI2015Q4,MinorityInterest,93000000,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,93000000,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,93000000,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,93000000,2016-01-31
FI2015Q4,MinorityInterest,0,2016-01-31
FI2015Q4,MinorityInterest,93000000,2016-01-31
FI2016Q4,MinorityInterest,916000000,2016-01-31
FI2016Q4,MinorityInterest,138000000,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,14000000,2016-01-31
FI2016Q4,MinorityInterest,67000000,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,57000000,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,138000000,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,138000000,2016-01-31
FI2016Q4,MinorityInterest,0,2016-01-31
FI2016Q4,MinorityInterest,138000000,2016-01-31
FD2014Q4YTD,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,322000000,2016-01-31
FD2015Q4YTD,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,424000000,2016-01-31
FD2016Q4YTD,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,188000000,2016-01-31
FI2015Q4,MortgageLoansInProcessOfForeclosureAmount,6200000000,2016-01-31
FI2015Q4,MortgageLoansInProcessOfForeclosureAmount,11000000000,2016-01-31
FI2016Q4,MortgageLoansInProcessOfForeclosureAmount,4800000000,2016-01-31
FI2016Q4,MortgageLoansInProcessOfForeclosureAmount,8100000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,13539000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,1047000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,1000000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,41000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,0,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,0,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,4667000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,12457000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,1047000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,1082000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,1033000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,49000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,5714000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,13539000000,2016-01-31
FI2015Q4,MortgagesHeldForSaleFairValueDisclosure,13539000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,22042000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,1350000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,1300000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,33000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,0,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,0,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,2312000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,21057000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,1350000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,985000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,955000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,30000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,3662000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,22042000000,2016-01-31
FI2016Q4,MortgagesHeldForSaleFairValueDisclosure,22042000000,2016-01-31
FD2014Q4YTD,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,110503000000,2016-01-31
FD2014Q4YTD,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3830000000,2016-01-31
FD2015Q4YTD,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,92003000000,2016-01-31
FD2015Q4YTD,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,12015000000,2016-01-31
FD2016Q4YTD,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,123568000000,2016-01-31
FD2016Q4YTD,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6582000000,2016-01-31
FD2014Q4YTD,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-128380000000,2016-01-31
FD2014Q4YTD,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-20392000000,2016-01-31
FD2015Q4YTD,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-107235000000,2016-01-31
FD2015Q4YTD,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-32032000000,2016-01-31
FD2016Q4YTD,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-122119000000,2016-01-31
FD2016Q4YTD,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-15963000000,2016-01-31
FD2014Q4YTD,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,17529000000,2016-01-31
FD2014Q4YTD,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,18019000000,2016-01-31
FD2015Q4YTD,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,14772000000,2016-01-31
FD2015Q4YTD,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,12337000000,2016-01-31
FD2016Q4YTD,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,169000000,2016-01-31
FD2016Q4YTD,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,9875000000,2016-01-31
FD2015Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,1197000000,2016-01-31
FD2015Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,383000000,2016-01-31
FD2015Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,814000000,2016-01-31
FD2015Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,814000000,2016-01-31
FD2015Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,383000000,2016-01-31
FD2016Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,1290000000,2016-01-31
FD2016Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,279000000,2016-01-31
FD2016Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,1011000000,2016-01-31
FD2016Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,1011000000,2016-01-31
FD2016Q4YTD,NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,279000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,23057000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,23057000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,-888000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,13686000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,2060000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,8199000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,23057000000,2016-01-31
FD2014Q4YTD,NetIncomeLoss,23057000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,22894000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,22894000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,-1107000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,13491000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,2316000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,8194000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,22894000000,2016-01-31
FD2015Q4YTD,NetIncomeLoss,22894000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,21938000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,21938000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,-1158000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,12435000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,2426000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,8235000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,21938000000,2016-01-31
FD2016Q4YTD,NetIncomeLoss,21938000000,2016-01-31
FD2014Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,551000000,2016-01-31
FD2014Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,0,2016-01-31
FD2014Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,337000000,2016-01-31
FD2014Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,4000000,2016-01-31
FD2014Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,210000000,2016-01-31
FD2014Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,551000000,2016-01-31
FD2015Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,382000000,2016-01-31
FD2015Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,0,2016-01-31
FD2015Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,240000000,2016-01-31
FD2015Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,-1000000,2016-01-31
FD2015Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,143000000,2016-01-31
FD2015Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,382000000,2016-01-31
FD2016Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,107000000,2016-01-31
FD2016Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,0,2016-01-31
FD2016Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,136000000,2016-01-31
FD2016Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,-1000000,2016-01-31
FD2016Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,-28000000,2016-01-31
FD2016Q4YTD,NetIncomeLossAttributableToNoncontrollingInterest,107000000,2016-01-31
FD2014Q4YTD,NetIncomeLossAvailableToCommonStockholdersBasic,21821000000,2016-01-31
FD2015Q4YTD,NetIncomeLossAvailableToCommonStockholdersBasic,21470000000,2016-01-31
FD2016Q4YTD,NetIncomeLossAvailableToCommonStockholdersBasic,20373000000,2016-01-31
I2015Q4railcar,NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,180000000,2016-01-31
FD2015Q4YTD,NonconsolidatedLegalEntityFinancialSupportAmount,209000000,2016-01-31
FD2016Q4YTD,NonconsolidatedLegalEntityFinancialSupportAmount,109000000,2016-01-31
FI2015Q4,NoninterestBearingDepositLiabilities,351579000000,2016-01-31
FI2016Q4,NoninterestBearingDepositLiabilities,375967000000,2016-01-31
FD2014Q4YTD,NoninterestExpense,49037000000,2016-01-31
FD2014Q4YTD,NoninterestExpense,797000000,2016-01-31
FD2014Q4YTD,NoninterestExpense,-3077000000,2016-01-31
FD2014Q4YTD,NoninterestExpense,26290000000,2016-01-31
FD2014Q4YTD,NoninterestExpense,11993000000,2016-01-31
FD2014Q4YTD,NoninterestExpense,13831000000,2016-01-31
FD2015Q4YTD,NoninterestExpense,49974000000,2016-01-31
FD2015Q4YTD,NoninterestExpense,932000000,2016-01-31
FD2015Q4YTD,NoninterestExpense,-3190000000,2016-01-31
FD2015Q4YTD,NoninterestExpense,26981000000,2016-01-31
FD2015Q4YTD,NoninterestExpense,12067000000,2016-01-31
FD2015Q4YTD,NoninterestExpense,14116000000,2016-01-31
FD2016Q4YTD,NoninterestExpense,52377000000,2016-01-31
FD2016Q4YTD,NoninterestExpense,1300000000,2016-01-31
FD2016Q4YTD,NoninterestExpense,-3230000000,2016-01-31
FD2016Q4YTD,NoninterestExpense,27422000000,2016-01-31
FD2016Q4YTD,NoninterestExpense,12059000000,2016-01-31
FD2016Q4YTD,NoninterestExpense,16126000000,2016-01-31
FD2014Q4YTD,NoninterestIncome,40820000000,2016-01-31
FD2014Q4YTD,NoninterestIncome,-2901000000,2016-01-31
FD2014Q4YTD,NoninterestIncome,20159000000,2016-01-31
FD2014Q4YTD,NoninterestIncome,12237000000,2016-01-31
FD2014Q4YTD,NoninterestIncome,11325000000,2016-01-31
FD2015Q4YTD,NoninterestIncome,40756000000,2016-01-31
FD2015Q4YTD,NoninterestIncome,-3196000000,2016-01-31
FD2015Q4YTD,NoninterestIncome,20099000000,2016-01-31
FD2015Q4YTD,NoninterestIncome,12299000000,2016-01-31
FD2015Q4YTD,NoninterestIncome,11554000000,2016-01-31
FD2016Q4YTD,NoninterestIncome,40513000000,2016-01-31
FD2016Q4YTD,NoninterestIncome,-3043000000,2016-01-31
FD2016Q4YTD,NoninterestIncome,19033000000,2016-01-31
FD2016Q4YTD,NoninterestIncome,12033000000,2016-01-31
FD2016Q4YTD,NoninterestIncome,12490000000,2016-01-31
FD2014Q4YTD,NoninterestIncomeOther,1032000000,2016-01-31
FD2015Q4YTD,NoninterestIncomeOther,576000000,2016-01-31
FD2016Q4YTD,NoninterestIncomeOther,177000000,2016-01-31
FI2008Q4,NotesReceivableNet,18700000000,2016-01-31
FI2008Q4,NotesReceivableNet,40100000000,2016-01-31
FI2015Q4,NotesReceivableNet,0,2016-01-31
FI2015Q4,NotesReceivableNet,78000000,2016-01-31
FI2015Q4,NotesReceivableNet,0,2016-01-31
FI2015Q4,NotesReceivableNet,43000000,2016-01-31
FI2015Q4,NotesReceivableNet,35000000,2016-01-31
FI2015Q4,NotesReceivableNet,78000000,2016-01-31
FI2015Q4,NotesReceivableNet,78000000,2016-01-31
FI2015Q4,NotesReceivableNet,678000000,2016-01-31
FI2015Q4,NotesReceivableNet,2000000,2016-01-31
FI2015Q4,NotesReceivableNet,311000000,2016-01-31
FI2015Q4,NotesReceivableNet,401000000,2016-01-31
FI2015Q4,NotesReceivableNet,712000000,2016-01-31
FI2015Q4,NotesReceivableNet,712000000,2016-01-31
FI2015Q4,NotesReceivableNet,90000000,2016-01-31
FI2015Q4,NotesReceivableNet,0,2016-01-31
FI2015Q4,NotesReceivableNet,24000000,2016-01-31
FI2015Q4,NotesReceivableNet,68000000,2016-01-31
FI2015Q4,NotesReceivableNet,92000000,2016-01-31
FI2015Q4,NotesReceivableNet,92000000,2016-01-31
FI2015Q4,NotesReceivableNet,0,2016-01-31
FI2015Q4,NotesReceivableNet,19259000000,2016-01-31
FI2015Q4,NotesReceivableNet,0,2016-01-31
FI2015Q4,NotesReceivableNet,4754000000,2016-01-31
FI2015Q4,NotesReceivableNet,6208000000,2016-01-31
FI2015Q4,NotesReceivableNet,4283000000,2016-01-31
FI2015Q4,NotesReceivableNet,1914000000,2016-01-31
FI2015Q4,NotesReceivableNet,910000000,2016-01-31
FI2015Q4,NotesReceivableNet,241000000,2016-01-31
FI2015Q4,NotesReceivableNet,5737000000,2016-01-31
FI2015Q4,NotesReceivableNet,88000000,2016-01-31
FI2015Q4,NotesReceivableNet,18086000000,2016-01-31
FI2015Q4,NotesReceivableNet,1686000000,2016-01-31
